"Name","SerialNumber","PresenceBits","Contexts","InEntra","InIntune","InAD","InSophos","InKACE","DeviceType","OS","LastSeen","PrimaryUser","Location","MultiInstanceFlag","Entra_InstanceCount","Entra_HybridCount","Entra_RegisteredCount","Entra_DuplicateFlag","Entra_DeviceIds","Entra_HybridIdMatchesAD","Entra_HybridIdMismatchExists","Intune_InstanceCount","Intune_DuplicateFlag","Intune_AzureADLinkMatchesEntraCount","Intune_AzureADLinkMismatchCount","Intune_AzureADDeviceIds","Sophos_InstanceCount","Sophos_DuplicateFlag","Sophos_Ids","Entra_DeviceId","Entra_JoinType","Entra_OperatingSystem","Entra_OperatingSystemVersion","Entra_IsManaged","Entra_IsCompliant","Entra_LastSignIn","Intune_DeviceId","Intune_DeviceName","Intune_OperatingSystem","Intune_ComplianceState","Intune_ManagementAgent","Intune_LastSync","AD_Name","AD_DNSHostName","AD_OperatingSystem","AD_LastLogonDate","AD_Enabled","AD_ObjectGUID","Sophos_Id","Sophos_Hostname","Sophos_OS","Sophos_LastSeenAt","Sophos_Health","Sophos_ipv4Addresses","KACE_ID","KACE_Machine_Name","KACE_Os_name","KACE_Machine_Ip","KACE_Machine_RAM_Used","KACE_Machine_RAM_Total","KACE_LastInventory"
"1STBOARD",,"4","AD","False","False","True","False","False",,"Windows 11 Enterprise",,,,"False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"1STBOARD","1stBoard.image.local","Windows 11 Enterprise","11/21/2025 7:32:49 PM","True","fe6fb7b7-821d-46d1-b674-ccfeb87cdca6",,,,,,,,,,,,,
"ABRDS001",,"4","AD","False","False","True","False","False",,"Windows Server 2022 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"ABRDS001","ABRDS001.image.local","Windows Server 2022 Datacenter","11/24/2025 4:33:07 PM","True","8703c911-bd04-4bb9-8db8-50415677b13a",,,,,,,,,,,,,
"ACCTAPP001",,"4","AD","False","False","True","False","False",,"Windows Server 2016 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"ACCTAPP001","ACCTAPP001.image.local","Windows Server 2016 Datacenter","11/26/2025 9:46:53 PM","True","57e8981d-66eb-4a24-bea7-1d5d0031dc55",,,,,,,,,,,,,
"ACCT-CHKS",,"4","AD","False","False","True","False","False",,"Windows Server 2016 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"ACCT-CHKS","ACCT-CHKS.image.local","Windows Server 2016 Datacenter","11/24/2025 7:17:20 AM","True","d608b8bb-1d79-4be9-940b-400155dd2729",,,,,,,,,,,,,
"ADCS01",,"4","AD","False","False","True","False","False",,"Windows Server 2022 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"ADCS01","ADCS01.image.local","Windows Server 2022 Datacenter","11/28/2025 4:30:25 PM","True","45719e70-c5e4-4df0-8b34-72c49efc7385",,,,,,,,,,,,,
"ADSYNC",,"4","AD","False","False","True","False","False",,"Windows Server 2022 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"ADSYNC","ADSYNC.image.local","Windows Server 2022 Datacenter","11/23/2025 11:00:05 PM","True","78df5e1a-c27b-49b3-8d65-ca433a77bff6",,,,,,,,,,,,,
"AISERVER",,"4","AD","False","False","True","False","False",,"Windows Server 2016 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"AISERVER","AIServer.image.local","Windows Server 2016 Datacenter","11/25/2025 7:19:57 AM","True","21aef22d-4a6e-4f64-ac36-b5aca6e1d940",,,,,,,,,,,,,
"ARC-SCAN",,"4","AD","False","False","True","False","False",,"Windows 11 Pro",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"ARC-SCAN","Arc-Scan.image.local","Windows 11 Pro","11/28/2025 1:47:26 PM","True","174cca34-10fa-41a6-8744-456370cc7963",,,,,,,,,,,,,
"ASSY001",,"4","AD","False","False","True","False","False",,"Windows Server 2022 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"ASSY001","ASSY001.image.local","Windows Server 2022 Datacenter","11/23/2025 1:52:06 AM","True","900f984f-c99b-457e-906b-2983518d61c2",,,,,,,,,,,,,
"AZUREADSSOACC",,"4","AD","False","False","True","False","False",,,,,"Domain Controllers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"AZUREADSSOACC",,,,"True","9cf9bf24-2c6e-4ca2-b76a-be88c0383d32",,,,,,,,,,,,,
"BTFL-8255",,"4","AD","False","False","True","False","False",,"Windows 11 Pro",,,"17 - Bountiful","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"BTFL-8255","BTFL-8255.image.local","Windows 11 Pro","11/25/2025 12:50:11 AM","True","eb8ac2bd-5f1e-4ec5-9d83-c9f0bae04a8b",,,,,,,,,,,,,
"BTFL-8256",,"4","AD","False","False","True","False","False",,"Windows 11 Business",,,"17 - Bountiful","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"BTFL-8256","BTFL-8256.image.local","Windows 11 Business","11/21/2025 3:24:03 PM","True","3f130e83-4671-4396-9ec5-656a87379f00",,,,,,,,,,,,,
"BTFL-8257",,"4","AD","False","False","True","False","False",,"Windows 11 Business",,,"17 - Bountiful","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"BTFL-8257","BTFL-8257.image.local","Windows 11 Business","11/29/2025 11:03:47 AM","True","47ff3004-8b9c-4d70-9165-44a24f51e063",,,,,,,,,,,,,
"BTFL-8258",,"4","AD","False","False","True","False","False",,"Windows 11 Business",,,"17 - Bountiful","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"BTFL-8258","BTFL-8258.image.local","Windows 11 Business","6/23/2049 10:44:30 PM","True","b885f2f7-2077-4b89-b731-c001186585c6",,,,,,,,,,,,,
"BTFL-8259",,"4","AD","False","False","True","False","False",,"Windows 11 Business",,,"17 - Bountiful","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"BTFL-8259","BTFL-8259.image.local","Windows 11 Business","11/25/2025 6:04:53 PM","True","3442acfb-3603-4613-846e-37790d2d4db4",,,,,,,,,,,,,
"BTFL-8260",,"4","AD","False","False","True","False","False",,"Windows 11 Business",,,"17 - Bountiful","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"BTFL-8260","BTFL-8260.image.local","Windows 11 Business","11/28/2025 9:51:30 PM","True","b8f0b47a-2a53-4633-9326-6f3d1b67f627",,,,,,,,,,,,,
"BTFL-8262",,"4","AD","False","False","True","False","False",,"Windows 11 Business",,,"17 - Bountiful","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"BTFL-8262","BTFL-8262.image.local","Windows 11 Business","11/27/2025 1:57:14 PM","True","44a5b55f-b626-4566-b5d5-1951fb15796a",,,,,,,,,,,,,
"BTFL-8263",,"4","AD","False","False","True","False","False",,"Windows 11 Business",,,"17 - Bountiful","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"BTFL-8263","BTFL-8263.image.local","Windows 11 Business","11/19/2025 11:13:45 PM","True","d85efc06-3bcb-432b-bc44-9732568332e2",,,,,,,,,,,,,
"BTFL-CHKS",,"4","AD","False","False","True","False","False",,"Windows Server 2016 Standard",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"BTFL-CHKS","BTFL-CHKS.image.local","Windows Server 2016 Standard","11/4/2159 5:33:31 AM","True","7882528b-fa9c-4c65-a63b-b0f286f73bda",,,,,,,,,,,,,
"BTFL-PRO1",,"4","AD","False","False","True","False","False",,"Windows 11 Pro",,,"Proof","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"BTFL-PRO1","BTFL-PRO1.image.local","Windows 11 Pro","11/21/2025 1:29:39 AM","True","4405ccda-5ca4-4d4c-8b45-5b5ce982bee6",,,,,,,,,,,,,
"CEDAR-7456",,"4","AD","False","False","True","False","False",,"Windows 11 Business",,,"27 - Cedar","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CEDAR-7456","Cedar-7456.image.local","Windows 11 Business","11/29/2025 11:16:45 AM","True","7c300da0-a85e-46bf-96a4-7cb32506fe94",,,,,,,,,,,,,
"CEDAR-7619",,"4","AD","False","False","True","False","False",,"Windows 11 Enterprise",,,"27 - Cedar","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CEDAR-7619","Cedar-7619.image.local","Windows 11 Enterprise","11/24/2025 11:26:24 AM","True","16bda835-84fa-4d0e-ab22-9c33d8ac3a0c",,,,,,,,,,,,,
"CEDAR-7620",,"4","AD","False","False","True","False","False",,"Windows 11 Enterprise",,,"27 - Cedar","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CEDAR-7620","Cedar-7620.image.local","Windows 11 Enterprise","11/24/2025 8:51:29 AM","True","199d4b41-02f9-4a5b-950a-db67a420d853",,,,,,,,,,,,,
"CEDAR-7621",,"4","AD","False","False","True","False","False",,"Windows 11 Enterprise",,,"27 - Cedar","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CEDAR-7621","Cedar-7621.image.local","Windows 11 Enterprise","11/24/2025 10:04:49 AM","True","79fe90f1-f6ea-4aae-b501-992b1dabb6e9",,,,,,,,,,,,,
"CEDAR-7622",,"4","AD","False","False","True","False","False",,"Windows 11 Enterprise",,,"27 - Cedar","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CEDAR-7622","Cedar-7622.image.local","Windows 11 Enterprise","11/28/2025 10:08:17 PM","True","3e2b05f4-367a-43f8-8a73-b13e122b3641",,,,,,,,,,,,,
"CEDAR-7623",,"4","AD","False","False","True","False","False",,"Windows 11 Enterprise",,,"27 - Cedar","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CEDAR-7623","Cedar-7623.image.local","Windows 11 Enterprise","11/21/2025 11:16:24 AM","True","b30aaae7-4fe3-4d66-a577-1b5777a0a0a8",,,,,,,,,,,,,
"CEDAR-7624",,"4","AD","False","False","True","False","False",,"Windows 11 Business",,,"27 - Cedar","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CEDAR-7624","Cedar-7624.image.local","Windows 11 Business","11/29/2025 1:43:21 PM","True","01aded77-b216-4275-8304-3b121d7f6d4d",,,,,,,,,,,,,
"CEDAR-7625",,"4","AD","False","False","True","False","False",,"Windows 11 Business",,,"27 - Cedar","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CEDAR-7625","Cedar-7625.image.local","Windows 11 Business","11/23/2025 3:43:35 PM","True","e8b85d02-f861-4778-b4f1-41594015b203",,,,,,,,,,,,,
"CEDAR-CHKS",,"4","AD","False","False","True","False","False",,"Windows Server 2016 Standard",,,"27 - Cedar","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CEDAR-CHKS","CEDAR-CHKS.image.local","Windows Server 2016 Standard","11/20/2025 3:25:10 PM","True","ff50b543-ceed-44e7-900a-bfc939345d22",,,,,,,,,,,,,
"CEDAR-PRO1",,"4","AD","False","False","True","False","False",,"Windows 11 Pro",,,"27 - Cedar","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CEDAR-PRO1","Cedar-Pro1.image.local","Windows 11 Pro","11/26/2025 10:03:17 AM","True","32fd1650-36a1-4188-937c-a910909e7071",,,,,,,,,,,,,
"CRS001",,"4","AD","False","False","True","False","False",,"Windows Server 2016 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CRS001","CRS001.image.local","Windows Server 2016 Datacenter","6/23/2049 11:18:23 PM","True","69e25ba2-306f-401d-af03-4c78241b6510",,,,,,,,,,,,,
"CRS01",,"4","AD","False","False","True","False","False",,"Windows Server 2016 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CRS01","CRS01.image.local","Windows Server 2016 Datacenter","11/25/2025 2:05:45 PM","True","e631454d-a150-45d7-ad7f-1be09a23e553",,,,,,,,,,,,,
"CVB009",,"4","AD","False","False","True","False","False",,"Windows Server 2008 R2 Standard",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVB009","CVB009.image.local","Windows Server 2008 R2 Standard","12/22/2021 9:59:58 AM","True","2c1ef683-6920-46d0-9fa6-c9cec4c1033b",,,,,,,,,,,,,
"CVB012",,"4","AD","False","False","True","False","False",,"Windows Server 2008 R2 Standard",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVB012","CVB012.image.local","Windows Server 2008 R2 Standard","2/6/2020 4:17:30 PM","True","9e3fe0c7-f6aa-416b-925a-8c08cb785b85",,,,,,,,,,,,,
"CVB013",,"4","AD","False","False","True","False","False",,"Windows 7 Professional",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVB013","CVB013.image.local","Windows 7 Professional","11/25/2025 10:53:15 PM","True","541cc82e-3716-4256-9701-31bf2990187c",,,,,,,,,,,,,
"CVB015",,"4","AD","False","False","True","False","False",,"Windows Server 2012 R2 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVB015","CVB015.image.local","Windows Server 2012 R2 Datacenter","10/27/2025 2:46:19 PM","True","19f691dd-2dbe-4abb-9e56-15722651de5a",,,,,,,,,,,,,
"CVBAPP02",,"4","AD","False","False","True","False","False",,"Windows Server 2012 R2 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBAPP02","CVBAPP02.image.local","Windows Server 2012 R2 Datacenter","3/19/2021 10:28:24 AM","True","f4ecb657-55ad-4bb2-87b8-a0a458064931",,,,,,,,,,,,,
"CVBAPP06",,"4","AD","False","False","True","False","False",,"Windows Server 2016 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBAPP06","CVBAPP06.image.local","Windows Server 2016 Datacenter","11/23/2025 3:21:02 PM","True","289e2262-b733-4723-b94f-7022f0505320",,,,,,,,,,,,,
"CVBAPP07",,"4","AD","False","False","True","False","False",,"Windows Server 2016 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBAPP07","CVBAPP07.image.local","Windows Server 2016 Datacenter","11/20/2025 6:53:28 AM","True","1765d1bc-17f2-4144-a5f7-c1c6e4c0d0ee",,,,,,,,,,,,,
"CVBAPP08",,"4","AD","False","False","True","False","False",,"Windows Server 2016 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBAPP08","CVBAPP08.image.local","Windows Server 2016 Datacenter","11/20/2025 6:50:13 PM","True","e57821f2-bd97-4b7c-adf8-0d85845b913a",,,,,,,,,,,,,
"CVBAVIP",,"4","AD","False","False","True","False","False",,"Windows Server 2016 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBAVIP","CVBAVIP.image.local","Windows Server 2016 Datacenter","11/25/2025 7:49:40 PM","True","216acc6b-a9ce-4061-b128-bfc594b0d2de",,,,,,,,,,,,,
"CVB-BK001",,"4","AD","False","False","True","False","False",,"Windows Server 2016 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVB-BK001","CVB-BK001.image.local","Windows Server 2016 Datacenter","11/21/2025 8:03:12 AM","True","49e04e1e-d93f-4dad-a15b-fbcb55ca49ba",,,,,,,,,,,,,
"CVBBKPRX",,"4","AD","False","False","True","False","False",,"Windows Server 2016 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBBKPRX","CVBBKPRX.image.local","Windows Server 2016 Datacenter","6/23/2049 11:09:07 PM","True","4fa2ee58-30bb-45c4-827a-09c4c380f173",,,,,,,,,,,,,
"CVBDHCP001",,"4","AD","False","False","True","False","False",,"Windows Server 2022 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBDHCP001","CVBDHCP001.image.local","Windows Server 2022 Datacenter","11/29/2025 3:28:54 AM","True","c6549e88-2a28-4683-88c9-8e5dc9e0f1a7",,,,,,,,,,,,,
"CVB-DR-VC",,"4","AD","False","False","True","False","False",,"unknown",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVB-DR-VC","cvb-dr-vc.image.local","unknown","11/20/2025 1:56:09 PM","True","9c30a12c-14f7-441c-8f1e-2dd5faf634e3",,,,,,,,,,,,,
"CVBDW001",,"4","AD","False","False","True","False","False",,"Windows Server 2016 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBDW001","CVBDW001.image.local","Windows Server 2016 Datacenter","11/28/2025 3:29:34 AM","True","bbd4ab86-ce24-4ea1-9686-fd3db98d638a",,,,,,,,,,,,,
"CVBFS002",,"4","AD","False","False","True","False","False",,"Windows Server 2022 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBFS002","CVBFS002.image.local","Windows Server 2022 Datacenter","11/19/2025 6:33:02 PM","True","cb74dfd2-cfff-483b-ba6c-540817b6e7e0",,,,,,,,,,,,,
"CVBFS003",,"4","AD","False","False","True","False","False",,"Windows Server 2012 R2 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBFS003","CVBFS003.image.local","Windows Server 2012 R2 Datacenter","11/25/2025 9:27:02 PM","True","066a2a5e-be85-417d-9660-aa883f93a561",,,,,,,,,,,,,
"CVBFS004",,"4","AD","False","False","True","False","False",,"Windows Server 2012 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBFS004","CVBFS004.image.local","Windows Server 2012 Datacenter","11/29/2025 1:09:22 PM","True","fd62164d-fd0d-48c6-a038-a7bc92470d45",,,,,,,,,,,,,
"CVBFS005",,"4","AD","False","False","True","False","False",,"Windows Server 2016 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBFS005","CVBFS005.image.local","Windows Server 2016 Datacenter","11/22/2025 1:03:32 AM","True","d004719b-f67b-4e38-b7fa-4290ac14711d",,,,,,,,,,,,,
"CVBFTP001",,"4","AD","False","False","True","False","False",,"Windows Server 2012 R2 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBFTP001","CVBFTP001.image.local","Windows Server 2012 R2 Datacenter","11/21/2025 9:16:13 PM","True","9ece44ee-2560-45c7-beac-0a4e6ccd1c10",,,,,,,,,,,,,
"CVBGV001",,"4","AD","False","False","True","False","False",,"Windows Server 2016 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBGV001","CVBGV001.image.local","Windows Server 2016 Datacenter","11/28/2025 9:39:28 PM","True","12b4a801-ec16-4165-8369-9cbf07308858",,,,,,,,,,,,,
"CVBOP01",,"4","AD","False","False","True","False","False",,"Windows Server 2022 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBOP01","CVBOP01.image.local","Windows Server 2022 Datacenter","11/20/2025 4:28:26 AM","True","b29b777e-4b76-4b28-848f-6ad8c3963822",,,,,,,,,,,,,
"CVBPC001",,"4","AD","False","False","True","False","False",,"Windows Server 2016 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBPC001","CVBPC001.image.local","Windows Server 2016 Datacenter","11/21/2025 2:19:35 AM","True","00375998-ee49-44cc-9fcb-89b9a2ac24b0",,,,,,,,,,,,,
"CVB-PROD-VC",,"4","AD","False","False","True","False","False",,"unknown",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVB-PROD-VC","cvb-prod-vc.image.local","unknown","11/23/2025 4:22:08 AM","True","6d73e3da-cac9-4f9b-b9a0-b04d9340a80a",,,,,,,,,,,,,
"CVBPRX001",,"4","AD","False","False","True","False","False",,"Windows Server 2016 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBPRX001","CVBPRX001.image.local","Windows Server 2016 Datacenter","11/19/2025 8:09:09 PM","True","df620c54-1096-454a-881b-c723eb2844b9",,,,,,,,,,,,,
"CVBSD001",,"4","AD","False","False","True","False","False",,"Windows Server 2016 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBSD001","CVBSD001.image.local","Windows Server 2016 Datacenter","11/28/2025 11:11:00 PM","True","bd72a674-3fe0-425e-a5b8-ce4586615491",,,,,,,,,,,,,
"CVBTS001",,"4","AD","False","False","True","False","False",,"Windows Server 2012 R2 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBTS001","CVBTS001.image.local","Windows Server 2012 R2 Datacenter","11/21/2025 9:20:31 AM","True","528d8563-69f2-455c-b2ba-d72ddd893212",,,,,,,,,,,,,
"CVBTS002",,"4","AD","False","False","True","False","False",,"Windows Server 2012 R2 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBTS002","CVBTS002.image.local","Windows Server 2012 R2 Datacenter","11/17/2025 3:13:45 PM","True","5f462c03-5884-43b1-a16d-9d50b2de1237",,,,,,,,,,,,,
"CVBTS003",,"4","AD","False","False","True","False","False",,"Windows Server 2012 R2 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBTS003","CVBTS003.image.local","Windows Server 2012 R2 Datacenter","11/17/2025 1:36:57 AM","True","06cca8d7-f771-4f0b-858a-695eb54570c8",,,,,,,,,,,,,
"CVBTS004",,"4","AD","False","False","True","False","False",,"Windows Server 2012 R2 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBTS004","CVBTS004.image.local","Windows Server 2012 R2 Datacenter","11/16/2025 4:43:58 PM","True","31f7390d-4bd8-4200-99b1-419104c95fc4",,,,,,,,,,,,,
"CVBTS005",,"4","AD","False","False","True","False","False",,"Windows Server 2012 R2 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBTS005","CVBTS005.image.local","Windows Server 2012 R2 Datacenter","11/4/2159 5:33:34 AM","True","f5ff5192-e63b-4782-9a47-dfc6e4ab79db",,,,,,,,,,,,,
"CVBTS006",,"4","AD","False","False","True","False","False",,"Windows Server 2012 R2 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBTS006","CVBTS006.image.local","Windows Server 2012 R2 Datacenter","11/19/2025 9:28:59 AM","True","d28ab8e9-b75b-4dcc-bdc5-73d6fd297d09",,,,,,,,,,,,,
"CVBTS007",,"4","AD","False","False","True","False","False",,"Windows Server 2012 R2 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBTS007","CVBTS007.image.local","Windows Server 2012 R2 Datacenter","11/20/2025 8:04:13 PM","True","949bc655-d3ad-4c8a-b19d-f6e4cc9b6e46",,,,,,,,,,,,,
"CVBTS008",,"4","AD","False","False","True","False","False",,"Windows Server 2012 R2 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBTS008","CVBTS008.image.local","Windows Server 2012 R2 Datacenter","11/16/2025 11:12:35 PM","True","ec2fcf8d-b302-48f7-aef9-9e47caf9ffc2",,,,,,,,,,,,,
"CVBUTIL01",,"4","AD","False","False","True","False","False",,"Windows Server 2012 R2 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBUTIL01","CVBUTIL01.image.local","Windows Server 2012 R2 Datacenter","10/15/2019 4:13:04 AM","True","3c39d52f-04ab-4f1b-8e0c-41a75048d61e",,,,,,,,,,,,,
"CVBUTIL02",,"4","AD","False","False","True","False","False",,"Windows Server 2016 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBUTIL02","CVBUTIL02.image.local","Windows Server 2016 Datacenter","11/4/2159 5:33:43 AM","True","c8e4ec3a-16a6-4b43-933c-3aa93f86e49d",,,,,,,,,,,,,
"CVBWPAY",,"4","AD","False","False","True","False","False",,"Windows Server 2016 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBWPAY","CVBWPay.image.local","Windows Server 2016 Datacenter","11/28/2025 5:47:37 AM","True","5ce89b67-c7e3-4890-8d23-394b1c281ea9",,,,,,,,,,,,,
"CVBWSUS01",,"4","AD","False","False","True","False","False",,"Windows Server 2016 Datacenter",,,"Servers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"CVBWSUS01","CVBWSUS01.image.local","Windows Server 2016 Datacenter","11/24/2025 8:46:31 PM","True","2d0a13b4-f860-4634-8f99-7b5cdf529947",,,,,,,,,,,,,
"DC01",,"4","AD","False","False","True","False","False",,"Windows Server 2022 Datacenter",,,"Domain Controllers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"DC01","DC01.image.local","Windows Server 2022 Datacenter","11/29/2025 1:43:13 PM","True","48e79fe8-4c19-49f2-a8a0-4992c4f8c2f0",,,,,,,,,,,,,
"DC02",,"4","AD","False","False","True","False","False",,"Windows Server 2022 Standard",,,"Domain Controllers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"DC02","DC02.image.local","Windows Server 2022 Standard","11/24/2025 11:44:31 AM","True","9d57fd34-fd7f-44ee-a001-fd1bb8cf46ec",,,,,,,,,,,,,
"DC03",,"4","AD","False","False","True","False","False",,"Windows Server 2022 Datacenter",,,"Domain Controllers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"DC03","DC03.image.local","Windows Server 2022 Datacenter","11/19/2025 9:34:15 PM","True","a34905f3-7687-45bd-9541-cd7d63ffd031",,,,,,,,,,,,,
"DC04",,"4","AD","False","False","True","False","False",,"Windows Server 2022 Datacenter",,,"Domain Controllers","False","1","0","0","False","","False","False","1","False","0","0","","1","False","",,,,,,,,,,,,,,"DC04","DC04.image.local","Windows Server 2022 Datacenter","11/24/2025 7:16:05 PM","True","1e8bd25e-f4f8-431f-9a8d-8a34374d4bf4",,,,,,,,,,,,,
